#TimeStamp;TripTime;Type
21;13;O
21;10;O
27;16;O
30;21;O
40;25;O
41;30;O
50;20;O
53;37;O
59;18;O
64;22;O
66;34;O
70;31;O
70;18;O
72;28;O
73;20;O
73;27;O
78;52;O
80;23;O
83;31;O
91;47;O
92;40;O
98;34;O
121;25;O
142;28;O
147;33;O
153;19;O
154;18;O
159;28;O
178;25;O
192;19;O
196;27;O
200;20;O
244;39;O
252;27;O
255;23;O
259;26;O
266;38;O
271;40;O
276;24;O
285;20;O
287;20;O
290;31;O
301;44;O
303;22;O
330;33;O
335;31;O
340;23;O
342;26;O
344;17;O
367;27;O
369;21;O
384;34;O
387;33;O
395;42;O
405;35;O
428;32;O
433;28;O
445;13;O
449;38;O
451;37;O
459;37;O
469;37;O
471;17;O
474;22;O
474;24;O
504;32;O
511;22;O
520;23;O
520;34;O
528;32;O
563;35;O
565;43;O
571;21;O
581;32;O
584;24;O
589;43;O
593;26;O
603;8;O
612;17;O
631;36;O
632;26;O
651;25;O
674;24;O
680;19;O
681;43;O
683;29;O
698;30;O
725;27;O
727;15;O
738;22;O
741;48;O
764;18;O
765;35;O
772;32;O
784;13;O
789;31;O
791;25;O
797;44;O
799;31;O
813;28;O
832;36;O
834;44;O
860;27;O
863;32;O
864;35;O
864;25;O
866;25;O
885;27;O
888;30;O
891;27;O
892;17;O
915;45;O
917;24;O
944;30;O
948;29;O
948;33;O
960;26;O
963;16;O
979;31;O
990;40;O
996;25;O
1005;26;O
1020;26;O
1026;26;O
1038;21;O
1039;32;O
1046;40;O
1047;38;O
1050;16;O
1062;21;O
1074;24;O
1086;26;O
1088;29;O
1104;54;O
1112;39;O
1115;26;O
1115;30;O
1130;38;O
1145;39;O
1151;13;O
1156;29;O
1160;24;O
1174;26;O
1189;22;O
