#OrderedIndex StaticFrequency MeasuredFrequency OrderCount
1 1 0.14285714285714285 7
2 0.8004134298370891 0.2653061224489796 13
3 0.7818792468448476 0.1836734693877551 9
4 0.7803861152139107 0.1836734693877551 9
5 0.757838126734614 0.20408163265306123 10
6 0.7540349353082592 0.20408163265306123 10
7 0.7489032672992346 0.12244897959183673 6
8 0.7479082277293609 0.22448979591836735 11
9 0.7473133623188652 0.10204081632653061 5
10 0.7357977621894962 0.10204081632653061 5
11 0.7224702287681151 0.08163265306122448 4
12 0.7176893041691014 0.14285714285714285 7
13 0.7050014173524687 0.20408163265306123 10
14 0.7033603878580011 0.14285714285714285 7
15 0.6721624405078583 0.14285714285714285 7
16 0.6713708743919993 0.12244897959183673 6
17 0.6673734659265578 0.14285714285714285 7
18 0.6477530834670467 0.12244897959183673 6
19 0.6469666634198075 0.14285714285714285 7
20 0.6460646532436789 0.24489795918367346 12
21 0.6428761577409052 0.12244897959183673 6
22 0.6425070064750115 0.08163265306122448 4
23 0.6416481011102777 0.1836734693877551 9
24 0.6343072177353777 0.1836734693877551 9
25 0.6331674644833843 0.061224489795918366 3
26 0.6299017788630442 0.08163265306122448 4
27 0.6261298490791177 0.14285714285714285 7
28 0.6229062301960202 0.20408163265306123 10
29 0.6209935568473315 0.061224489795918366 3
30 0.6194956158269278 1 49
31 0.6100029379211261 0.08163265306122448 4
32 0.6072551773642739 0.10204081632653061 5
33 0.6049838395656638 0.08163265306122448 4
34 0.6044739767157374 0.9795918367346939 48
35 0.6029483184226734 0.10204081632653061 5
36 0.5923561425354671 0.12244897959183673 6
37 0.5904862362944269 0.02040816326530612 1
38 0.586130257762881 0.10204081632653061 5
39 0.5838042152837204 0.20408163265306123 10
40 0.5814355939864105 0.08163265306122448 4
41 0.5800369053570976 0.061224489795918366 3
42 0.5707187717355247 0.14285714285714285 7
43 0.5662835127751666 0.12244897959183673 6
44 0.5660508310233876 0.9183673469387755 45
45 0.565999363207465 0.1836734693877551 9
46 0.5657311911632055 0.10204081632653061 5
47 0.5651358676358433 0.12244897959183673 6
48 0.5637707167923354 0.04081632653061224 2
49 0.5572525635568025 0.16326530612244897 8
50 0.5572367059803729 0.08163265306122448 4
51 0.5556304281805319 0.22448979591836735 11
52 0.5495276516891984 0.061224489795918366 3
53 0.5463354666946993 0.22448979591836735 11
54 0.5452054872092699 0.08163265306122448 4
55 0.5448217899696719 0.1836734693877551 9
56 0.5427491605907876 0.08163265306122448 4
57 0.5407686725174311 0.2653061224489796 13
58 0.5362681956887277 0.16326530612244897 8
59 0.534475280875872 0.12244897959183673 6
60 0.5320099224726236 0.20408163265306123 10
61 0.529541341296181 0.1836734693877551 9
62 0.529218262674453 0.1836734693877551 9
63 0.5269899024302009 0.10204081632653061 5
64 0.5268760858758712 0.12244897959183673 6
65 0.526107664839035 0.16326530612244897 8
66 0.5249508533593803 0.10204081632653061 5
67 0.5233220176851372 0.12244897959183673 6
68 0.5169394925900992 0.061224489795918366 3
69 0.5139676939572122 0.08163265306122448 4
70 0.513353719882051 0.04081632653061224 2
71 0.5130457078490002 0.10204081632653061 5
72 0.5118216849227573 0.12244897959183673 6
73 0.5104096209549683 0.061224489795918366 3
74 0.5089122029273564 0.1836734693877551 9
75 0.5072070884931464 0.08163265306122448 4
76 0.5049132348966869 0.08163265306122448 4
77 0.5030203021467449 0.14285714285714285 7
78 0.5028095563410633 0.08163265306122448 4
79 0.5023245537815408 0 0
80 0.5010036245314848 0.12244897959183673 6
81 0.5001201145470271 0.10204081632653061 5
82 0.49887459755228075 0.08163265306122448 4
83 0.4984272864756061 0.10204081632653061 5
84 0.49745805830675727 0.04081632653061224 2
85 0.49365498190148804 0.14285714285714285 7
86 0.4902751950201955 0.10204081632653061 5
87 0.4901081212631864 0.14285714285714285 7
88 0.4891794509187912 0.08163265306122448 4
89 0.4871674367766997 0.10204081632653061 5
90 0.48526258458886135 0.061224489795918366 3
91 0.48440713449146044 0.061224489795918366 3
92 0.4840222777592868 0.10204081632653061 5
93 0.47916283957765815 0.04081632653061224 2
94 0.4754577001781302 0.10204081632653061 5
95 0.4738314192580729 0.061224489795918366 3
96 0.4722232030345306 0.04081632653061224 2
97 0.47033183957978303 0.10204081632653061 5
98 0.4677741045083633 0.16326530612244897 8
99 0.46773996901543097 0.061224489795918366 3
100 0.4671625311164601 0.20408163265306123 10
101 0.46664500069849507 0.04081632653061224 2
102 0.46618928888332295 0.14285714285714285 7
103 0.4660185293375781 0.08163265306122448 4
104 0.4656513301395375 0.12244897959183673 6
105 0.465052672721864 0.16326530612244897 8
106 0.46107016901455744 0.08163265306122448 4
107 0.4605204530286902 0.1836734693877551 9
108 0.46026863511233285 0.16326530612244897 8
109 0.4551194595562179 0.04081632653061224 2
110 0.45459895257573774 0.14285714285714285 7
111 0.4531791948417198 0.10204081632653061 5
112 0.452331868135373 0.10204081632653061 5
113 0.4523198148335515 0.02040816326530612 1
114 0.45184688433501596 0.10204081632653061 5
115 0.4514351479911456 0.14285714285714285 7
116 0.4495104665832077 0 0
117 0.44910753008066634 0.10204081632653061 5
118 0.44835278643257465 0.8775510204081632 43
119 0.44545126303653537 0.04081632653061224 2
120 0.4451983658978489 0.08163265306122448 4
121 0.4428772425006302 0.12244897959183673 6
122 0.4391467956443851 0.08163265306122448 4
123 0.43815187898825464 0.14285714285714285 7
124 0.43769718847510863 0.16326530612244897 8
125 0.4353668517477886 0.08163265306122448 4
126 0.4343074596622398 0.04081632653061224 2
127 0.4338419447520168 0.16326530612244897 8
128 0.4309467386587862 0.10204081632653061 5
129 0.4308056877962187 0.08163265306122448 4
130 0.42826847293742953 0.08163265306122448 4
131 0.42734304761461706 0.16326530612244897 8
132 0.4263865730066258 0.061224489795918366 3
133 0.4256807196733959 0.08163265306122448 4
134 0.4244130438823631 0.061224489795918366 3
