# SectorTime OStationsActive
0 5
0.016591666666666668 5
0.033308333333333336 5
0.04999722222222222 5
0.06665 5
0.08331666666666666 5
0.09998888888888889 5
0.11665833333333334 5
0.13329444444444444 5
0.149975 5
0.16666111111111112 5
0.18332777777777778 5
0.19992222222222222 5
0.2166611111111111 5
0.2332861111111111 5
0.24991388888888888 5
0.26663333333333333 5
0.28331666666666666 5
0.299975 5
0.3166555555555556 5
0.33331944444444445 5
0.34994166666666665 5
0.3666583333333333 5
0.38325555555555557 5
0.4 5
0.41665833333333335 5
0.43333333333333335 5
0.4498972222222222 5
0.46665833333333334 5
0.48329444444444447 5
0.49991944444444447 5
0.5166583333333333 5
0.533325 5
0.5499166666666667 5
0.5666527777777778 5
0.5832527777777777 5
0.59992777775 5
0.6166611111111111 5
0.6333027777777778 5
0.65 5
0.6666166666666666 5
0.6832472222222222 5
0.699975 5
0.7165805555555556 5
0.7333249999722222 5
0.7499583333333333 5
0.7666666666666667 5
0.783275 5
0.7999888888888889 5
0.8166305555555555 5
0.8332444444444445 5
0.8499416666666667 5
0.8666611111111111 5
0.8832805555555555 5
0.8999833333333334 5
0.9165527777777778 5
0.9333111111111111 5
0.9498944444444445 5
0.9666583333333333 5
0.9833277777777778 5
0.9999694444444445 5
1.016561111111111 5
1.0332861111111111 5
1.0499444444444443 5
1.0666083333333334 5
1.0833222222222223 5
1.0999777777777777 5
1.1166416666666668 5
1.1332888888888888 5
1.1499944444166668 5
1.166663888888889 5
1.1832916666666666 5
1.1999138888611112 5
1.2165777777777778 5
1.233325 5
1.2499472222222223 5
1.2666027777777777 5
1.2833027777777777 5
1.2999666666666667 5
1.3166416666666667 5
1.3333111111111111 5
1.3499944444166667 5
1.366663888888889 5
1.3832333333333333 5
1.3999972222222221 5
1.4166277777777778 5
1.4333222222222222 5
1.4499388888888889 5
1.4665777777777778 5
1.4832888888888889 5
1.4999555555555555 5
1.516636111111111 5
1.5333194444444445 5
1.5499472222222221 5
1.5666666666666667 5
1.5832583333055557 5
1.5999166666666667 5
1.6165944444444444 5
1.633316666638889 5
1.6499583333333334 5
1.666588888888889 5
1.6833333333333333 5
1.6999805555555556 5
1.7166611110833334 5
1.7332805555555555 5
1.7499527777777777 5
1.766588888888889 5
1.783325 5
1.7999916666666667 5
1.8166277777777777 5
1.8332305555555555 5
1.8499555555555556 5
1.8666138888888888 5
1.8832833333333334 5
1.8999916666666667 5
1.9166583333333334 5
1.933275 5
1.9499694444444444 5
1.9666555555555556 5
1.9833305555555556 5
1.9999583333333333 5
2.0165694444444444 5
2.0333055555555557 5
2.0499833333333335 5
2.0666583333333333 5
2.083302777777778 5
2.099997222222222 5
2.1166388888888887 5
2.133322222222222 5
2.1499888888888887 5
2.1666194444444447 5
2.1832416666666665 5
2.199938888888889 5
2.2166055555555557 5
2.233277777777778 5
2.2499944444444444 5
2.2666444444444442 5
2.2833027777777777 5
2.2998833333333333 5
2.316588888888889 5
2.3333222221944445 5
2.34995 5
2.366661111111111 5
2.3832194444444443 5
2.399958333333333 5
2.416627777777778 5
2.433247222222222 5
2.4499833333333334 5
2.4665694444444446 5
2.4832972222222223 5
2.499902777777778 5
2.516661111111111 5
2.533325 5
2.5499444444444443 5
2.5666166666666665 5
2.5832888888888887 5
2.5999777777777777 5
2.6166444444444443 5
2.6332583333333335 5
2.6499555555555556 5
2.6665972222222223 5
2.683247222222222 5
2.69995 5
2.7166333333055555 5
2.733230555527778 5
2.7499277777777777 5
2.7665722222222224 5
2.7832416666666666 5
2.7999888888611113 5
2.816636111111111 5
2.8332888888888887 5
2.849997222222222 5
2.866611111111111 5
2.8832222222222224 5
2.8999722222222224 5
2.916661111111111 5
2.9333305555555556 5
2.949888888888889 5
2.9666277777777776 5
2.9832388888888888 5
2.999963888888889 5
3.0166333333055557 5
3.0332805555555558 5
3.0499222222222224 5
3.066611111111111 5
3.083327777777778 5
3.0999222222222222 5
3.1166194444444444 5
3.1332944444444446 5
3.14995 5
3.166561111111111 5
3.1832416666666665 5
3.199977777777778 5
3.2166 5
3.233241666666667 5
3.2499972222222224 5
3.2666583333333334 5
3.283333333333333 5
3.2999888888611113 5
3.3166583333333333 5
3.333275 5
3.3499333333333334 5
3.366611111111111 5
3.3832805555555554 5
3.3999972222222223 5
3.4166416666666666 5
3.43325 5
3.4499944444444446 5
3.4666444444444444 5
3.4832972222222223 5
3.4999972222222224 5
3.5166583333333334 5
3.5332805555555558 5
3.5499694444444443 5
3.566655555527778 5
3.5833305555555555 5
3.5999666666388888 5
3.616561111111111 5
3.6332944444444446 5
3.6499055555555557 5
3.6665888888888887 5
3.683311111111111 5
3.699997222222222 5
3.716625 5
3.7333083333333335 5
3.749972222222222 5
3.7665583333333332 5
3.783316666666667 5
3.7999833333333335 5
3.816588888888889 5
3.833283333333333 5
3.8499805555555557 5
3.866661111111111 5
3.883322222222222 5
3.899977777777778 5
3.9166583333333334 5
3.93325 5
3.949997222222222 5
3.9666305555555557 5
3.983275 5
3.999988888888889 5
4.016666666666667 5
4.033322222222222 5
4.049988888888889 5
4.066666666666666 5
4.083322222222222 5
4.099894444444445 5
4.116583333333334 5
4.133311111111111 5
4.149886111111111 5
4.1666 5
4.183330555555556 5
4.199972222222223 5
4.2165944444444445 5
4.233269444444445 5
4.249925 5
4.266663888888889 5
4.283330555555556 5
4.299902777777778 5
4.316575 5
4.333308333333333 5
4.3499888888888885 5
4.3665666666666665 5
4.383275 5
4.399961111111111 5
4.4166083333333335 5
4.433277777777778 5
4.449997222222223 5
4.466638888888889 5
4.483325 5
4.499930555555555 5
4.516613888888889 5
4.533308333333333 5
4.549888888888889 5
4.566611111111111 5
4.583227777777778 5
4.599980555555556 5
4.616586111111111 5
4.633275 5
4.649955555555556 5
4.666622222222222 5
4.683330555555556 5
4.6999305555555555 5
4.716583333333333 5
4.733302777777777 5
4.749997222222222 5
4.766658333333333 5
4.783322222222222 5
4.8 5
4.816625 5
4.833327777777778 5
4.849925 5
4.8666527777777775 5
4.883297222222223 5
4.899922222222222 5
4.916658333333333 5
4.933302777777778 5
4.949927777777778 5
4.966658333333333 5
4.983230555555555 5
4.999905555555555 5
5.016577777777778 5
5.033219444444445 5
5.049975 5
5.066619444444444 5
5.083327777777778 5
5.099941666666667 5
5.116647222222222 5
5.133327777777778 5
5.149938888888889 5
5.166655555555556 5
5.183261111111111 5
5.199919444444444 5
5.216583333333333 5
5.233333333333333 5
5.249988888888889 5
5.2666055555555555 5
5.283291666666667 5
5.299991666666667 5
5.316588888888889 5
5.333288888888889 5
5.35 5
5.3666583333333335 5
5.3833 5
5.399936111111111 5
5.416605555555556 5
5.433263888888889 5
5.449988888888889 5
5.466655555555556 5
5.483322222222222 5
5.499963888888889 5
5.516652777777778 5
5.533313888888889 5
5.5499833333333335 5
5.566602777777778 5
5.5833 5
5.599891666666666 5
5.616613888888889 5
5.633330555555555 5
5.649972222222222 5
5.6665833333333335 5
5.683266666638889 5
5.699969444444444 5
5.716666666666667 5
5.733280555555556 5
5.749961111111111 5
5.7666611111111115 5
5.783305555555556 5
5.799988888888889 5
5.81655 5
5.833327777777778 5
5.849936111111111 5
5.866594444444444 5
5.883325 5
5.899936111111111 5
5.916605555555556 5
5.933236111111111 5
5.95 5
5.9665944444444445 5
5.983291666666666 5
5.9999722222222225 5
6.016633333333333 5
6.033238888888889 5
6.049975 5
6.066663888888889 5
6.083269444444444 5
6.099991666666667 5
6.116611111111111 5
6.133277777777778 5
6.149991666666667 5
6.166658333333333 5
6.183308333333334 5
6.199938888888889 5
6.216636111111111 5
6.233327777777777 5
6.249991666666666 5
6.266647222222222 5
